,Adipose Tissue,Adrenal Gland,Bladder,Blood,Blood Vessel,Bone Marrow,Brain,Breast,Cervix Uteri,Colon,Esophagus,Fallopian Tube,Heart,Kidney,Liver,Lung,Muscle,Nerve,Ovary,Pancreas,Pituitary,Prostate,Salivary Gland,Skin,Small Intestine,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina
8089,,,,GTEX-18QFQ-0003-SM-DINAU,,,,,,,,,,,,,,,,,,,,,,,,,,,
8090,,,,GTEX-18QFQ-0003-SM-DLIOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8091,,,,GTEX-18QFQ-0006-SM-7SB6X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,,,,GTEX-19HZE-0002-SM-7J39O,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113,,,,GTEX-19HZE-0002-SM-7MD4L,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125,,,,GTEX-1A32A-0001-SM-7J3A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8126,,,,GTEX-1A32A-0001-SM-7MD4W,,,,,,,,,,,,,,,,,,,,,,,,,,,
8127,,,,GTEX-1A32A-0006-SM-7PC1Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
8150,,,,GTEX-1A3MV-0002-SM-7J39R,,,,,,,,,,,,,,,,,,,,,,,,,,,
8151,,,,GTEX-1A3MV-0002-SM-7MD4O,,,,,,,,,,,,,,,,,,,,,,,,,,,
8152,,,,GTEX-1A3MV-0005-SM-7PC1O,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176,,,,GTEX-1A3MW-0004-SM-7J39Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177,,,,GTEX-1A3MW-0004-SM-7MD4N,,,,,,,,,,,,,,,,,,,,,,,,,,,
8178,,,,GTEX-1A3MW-0006-SM-7MKGU,,,,,,,,,,,,,,,,,,,,,,,,,,,
8194,,,,GTEX-1A3MX-0002-SM-7J38V,,,,,,,,,,,,,,,,,,,,,,,,,,,
8195,,,,GTEX-1A3MX-0002-SM-7MA69,,,,,,,,,,,,,,,,,,,,,,,,,,,
8196,,,,GTEX-1A3MX-0005-SM-7MGW7,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224,,,,GTEX-1A8FM-0004-SM-7J39J,,,,,,,,,,,,,,,,,,,,,,,,,,,
8225,,,,GTEX-1A8FM-0004-SM-7MD4G,,,,,,,,,,,,,,,,,,,,,,,,,,,
8226,,,,GTEX-1A8FM-0006-SM-7MGWI,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,,,,GTEX-1A8G6-0004-SM-7J39W,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,,,,GTEX-1A8G6-0004-SM-7MD4S,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249,,,,GTEX-1A8G6-0006-SM-7PC1X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8275,,,,GTEX-1A8G7-0003-SM-7J38W,,,,,,,,,,,,,,,,,,,,,,,,,,,
8276,,,,GTEX-1A8G7-0003-SM-7MA6A,,,,,,,,,,,,,,,,,,,,,,,,,,,
8277,,,,GTEX-1A8G7-0006-SM-7P8RM,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,,,,GTEX-1AMEY-0004-SM-7J39X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,,,,GTEX-1AMEY-0004-SM-7MD4T,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,,,,GTEX-1AMEY-0005-SM-7PBYK,,,,,,,,,,,,,,,,,,,,,,,,,,,
8317,,,,GTEX-1AMFI-0001-SM-7J39V,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318,,,,GTEX-1AMFI-0001-SM-7MD4R,,,,,,,,,,,,,,,,,,,,,,,,,,,
8319,,,,GTEX-1AMFI-0006-SM-9KNTQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8343,,,,GTEX-1AX8Y-0002-SM-7J38S,,,,,,,,,,,,,,,,,,,,,,,,,,,
8344,,,,GTEX-1AX8Y-0002-SM-7MA62,,,,,,,,,,,,,,,,,,,,,,,,,,,
8367,,,,GTEX-1AX8Z-0002-SM-7J39U,,,,,,,,,,,,,,,,,,,,,,,,,,,
8368,,,,GTEX-1AX8Z-0002-SM-7MD5D,,,,,,,,,,,,,,,,,,,,,,,,,,,
8369,,,,GTEX-1AX8Z-0006-SM-9KNVB,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401,,,,GTEX-1AX9I-0002-SM-7J39K,,,,,,,,,,,,,,,,,,,,,,,,,,,
8402,,,,GTEX-1AX9I-0002-SM-7MD4H,,,,,,,,,,,,,,,,,,,,,,,,,,,
8403,,,,GTEX-1AX9I-0005-SM-9MQKI,,,,,,,,,,,,,,,,,,,,,,,,,,,
8433,,,,GTEX-1AX9J-0004-SM-7J38U,,,,,,,,,,,,,,,,,,,,,,,,,,,
8434,,,,GTEX-1AX9J-0004-SM-7MA68,,,,,,,,,,,,,,,,,,,,,,,,,,,
8435,,,,GTEX-1AX9J-0005-SM-9MQKU,,,,,,,,,,,,,,,,,,,,,,,,,,,
8461,,,,GTEX-1AX9K-0001-SM-7J39L,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,,,,GTEX-1AX9K-0001-SM-7MD4I,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,,,,GTEX-1AX9K-0006-SM-9KNVP,,,,,,,,,,,,,,,,,,,,,,,,,,,
8489,,,,GTEX-1AYCT-0004-SM-7J39Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
8490,,,,GTEX-1AYCT-0004-SM-7MD4U,,,,,,,,,,,,,,,,,,,,,,,,,,,
8491,,,,GTEX-1AYCT-0005-SM-7SB6V,,,,,,,,,,,,,,,,,,,,,,,,,,,
8513,,,,GTEX-1AYD5-0003-SM-7J39P,,,,,,,,,,,,,,,,,,,,,,,,,,,
8514,,,,GTEX-1AYD5-0003-SM-7MD4M,,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,,,,GTEX-1AYD5-0005-SM-7SB6L,,,,,,,,,,,,,,,,,,,,,,,,,,,
8533,,,,GTEX-1B8KE-0004-SM-7J39M,,,,,,,,,,,,,,,,,,,,,,,,,,,
8534,,,,GTEX-1B8KE-0004-SM-7MD4J,,,,,,,,,,,,,,,,,,,,,,,,,,,
8535,,,,GTEX-1B8KE-0006-SM-7SB6W,,,,,,,,,,,,,,,,,,,,,,,,,,,
8563,,,,GTEX-1B8KZ-0003-SM-7J39Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,,,,GTEX-1B8KZ-0003-SM-7MD4V,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,,,,GTEX-1B8KZ-0006-SM-7MXTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,,,,GTEX-1B8L1-0004-SM-7J3AV,,,,,,,,,,,,,,,,,,,,,,,,,,,
8590,,,,GTEX-1B8L1-0004-SM-7MA5X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,,,,GTEX-1B8L1-0005-SM-9MQK6,,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,,,,GTEX-1B8SF-0003-SM-7J38X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,,,,GTEX-1B8SF-0003-SM-7MA6B,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,,,,GTEX-1B8SF-0005-SM-7MGVK,,,,,,,,,,,,,,,,,,,,,,,,,,,
8652,,,,GTEX-1B8SG-0003-SM-7J3A3,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,,,,GTEX-1B8SG-0003-SM-7MD4Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
8654,,,,GTEX-1B8SG-0006-SM-7MKFA,,,,,,,,,,,,,,,,,,,,,,,,,,,
8675,,,,GTEX-1B932-0003-SM-7J39T,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,,,,GTEX-1B932-0003-SM-7MD4Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,,,,GTEX-1B932-0005-SM-9KNTP,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,,,,GTEX-1B933-0003-SM-7J3A4,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705,,,,GTEX-1B933-0003-SM-7MD4Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,,,,GTEX-1B933-0006-SM-7P8OP,,,,,,,,,,,,,,,,,,,,,,,,,,,
8738,,,,GTEX-1B97I-0004-SM-7J39N,,,,,,,,,,,,,,,,,,,,,,,,,,,
8739,,,,GTEX-1B97I-0004-SM-7MD4K,,,,,,,,,,,,,,,,,,,,,,,,,,,
8740,,,,GTEX-1B97I-0005-SM-7PC1M,,,,,,,,,,,,,,,,,,,,,,,,,,,
8758,,,,GTEX-1B97J-0003-SM-7J39S,,,,,,,,,,,,,,,,,,,,,,,,,,,
8759,,,,GTEX-1B97J-0003-SM-7MD4P,,,,,,,,,,,,,,,,,,,,,,,,,,,
8760,,,,GTEX-1B97J-0005-SM-7MXT5,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779,,,,GTEX-1B98T-0004-SM-7J38T,,,,,,,,,,,,,,,,,,,,,,,,,,,
8780,,,,GTEX-1B98T-0004-SM-7MA63,,,,,,,,,,,,,,,,,,,,,,,,,,,
8792,,,,GTEX-1B996-0003-SM-7J38R,,,,,,,,,,,,,,,,,,,,,,,,,,,
8793,,,,GTEX-1B996-0003-SM-7MA64,,,,,,,,,,,,,,,,,,,,,,,,,,,
8794,,,,GTEX-1B996-0006-SM-7P8OS,,,,,,,,,,,,,,,,,,,,,,,,,,,
8827,,,,GTEX-1BAJH-0003-SM-7J39G,,,,,,,,,,,,,,,,,,,,,,,,,,,
8828,,,,GTEX-1BAJH-0003-SM-7MA6G,,,,,,,,,,,,,,,,,,,,,,,,,,,
8829,,,,GTEX-1BAJH-0005-SM-7PC1R,,,,,,,,,,,,,,,,,,,,,,,,,,,
8865,,,,GTEX-1C2JI-0003-SM-7J39E,,,,,,,,,,,,,,,,,,,,,,,,,,,
8866,,,,GTEX-1C2JI-0003-SM-7MA6E,,,,,,,,,,,,,,,,,,,,,,,,,,,
8867,,,,GTEX-1C2JI-0006-SM-7MKFD,,,,,,,,,,,,,,,,,,,,,,,,,,,
8868,,,,GTEX-1C2JI-0006-SM-7PC3Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
8889,,,,GTEX-1C475-0003-SM-7J3B4,,,,,,,,,,,,,,,,,,,,,,,,,,,
8890,,,,GTEX-1C475-0003-SM-7MA7G,,,,,,,,,,,,,,,,,,,,,,,,,,,
8891,,,,GTEX-1C475-0006-SM-9MQL7,,,,,,,,,,,,,,,,,,,,,,,,,,,
8914,,,,GTEX-1C4CL-0003-SM-7J39F,,,,,,,,,,,,,,,,,,,,,,,,,,,
8915,,,,GTEX-1C4CL-0003-SM-7MA6F,,,,,,,,,,,,,,,,,,,,,,,,,,,
8916,,,,GTEX-1C4CL-0005-SM-7MKF3,,,,,,,,,,,,,,,,,,,,,,,,,,,
8933,,,,GTEX-1C64N-0003-SM-7J3A2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8934,,,,GTEX-1C64N-0003-SM-7MD4X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8935,,,,GTEX-1C64N-0005-SM-7PBY7,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,,,,GTEX-1C64O-0003-SM-DINCB,,,,,,,,,,,,,,,,,,,,,,,,,,,
8957,,,,GTEX-1C64O-0003-SM-DJWXT,,,,,,,,,,,,,,,,,,,,,,,,,,,
8958,,,,GTEX-1C64O-0006-SM-7PC22,,,,,,,,,,,,,,,,,,,,,,,,,,,
8987,,,,GTEX-1C6VQ-0003-SM-7MA5K,,,,,,,,,,,,,,,,,,,,,,,,,,,
8988,,,,GTEX-1C6VQ-0005-SM-7P8OR,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019,,,,GTEX-1C6VR-0003-SM-7J39D,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020,,,,GTEX-1C6VR-0003-SM-7MA6D,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021,,,,GTEX-1C6VR-0005-SM-7MKF7,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,,,,GTEX-1C6VS-0003-SM-7MA5Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,,,,GTEX-1C6VS-0003-SM-DJWWB,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,,,,GTEX-1C6VS-0005-SM-7MGWG,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,,,,GTEX-1C6WA-0003-SM-7J39H,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,,,,GTEX-1C6WA-0003-SM-7MA6H,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,,,,GTEX-1CAMQ-0003-SM-7J39C,,,,,,,,,,,,,,,,,,,,,,,,,,,
9085,,,,GTEX-1CAMQ-0003-SM-7MA6C,,,,,,,,,,,,,,,,,,,,,,,,,,,
9086,,,,GTEX-1CAMQ-0006-SM-A9SK3,,,,,,,,,,,,,,,,,,,,,,,,,,,
9106,,,,GTEX-1CAMR-0004-SM-7J3B6,,,,,,,,,,,,,,,,,,,,,,,,,,,
9107,,,,GTEX-1CAMR-0004-SM-7MA7I,,,,,,,,,,,,,,,,,,,,,,,,,,,
9108,,,,GTEX-1CAMR-0006-SM-ACKV5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9128,,,,GTEX-1CAMS-0003-SM-7J3B7,,,,,,,,,,,,,,,,,,,,,,,,,,,
9129,,,,GTEX-1CAMS-0003-SM-7MA7J,,,,,,,,,,,,,,,,,,,,,,,,,,,
9130,,,,GTEX-1CAMS-0005-SM-ARL6Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
9154,,,,GTEX-1CAV2-0003-SM-DIND8,,,,,,,,,,,,,,,,,,,,,,,,,,,
9170,,,,GTEX-1CB4E-0001-SM-DIND6,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,,,,GTEX-1CB4E-0001-SM-DLIOY,,,,,,,,,,,,,,,,,,,,,,,,,,,
9172,,,,GTEX-1CB4E-0005-SM-ADEGS,,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,,,,GTEX-1CB4F-0005-SM-A8N7L,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219,,,,GTEX-1CB4G-0002-SM-DINCF,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220,,,,GTEX-1CB4G-0002-SM-DLIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9221,,,,GTEX-1CB4G-0006-SM-AHZ22,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,,,,GTEX-1CB4H-0004-SM-7J38K,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253,,,,GTEX-1CB4H-0004-SM-7MA5Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
9254,,,,GTEX-1CB4H-0006-SM-A96RE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276,,,,GTEX-1CB4I-0002-SM-DINB1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9277,,,,GTEX-1CB4I-0002-SM-DLIOJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
9278,,,,GTEX-1CB4I-0006-SM-A96RF,,,,,,,,,,,,,,,,,,,,,,,,,,,
9301,,,,GTEX-1CB4J-0004-SM-7J38M,,,,,,,,,,,,,,,,,,,,,,,,,,,
9302,,,,GTEX-1CB4J-0004-SM-7MA67,,,,,,,,,,,,,,,,,,,,,,,,,,,
9303,,,,GTEX-1CB4J-0006-SM-ACKV6,,,,,,,,,,,,,,,,,,,,,,,,,,,
9335,,,,GTEX-1E1VI-0003-SM-7J38L,,,,,,,,,,,,,,,,,,,,,,,,,,,
9336,,,,GTEX-1E1VI-0003-SM-7MA61,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337,,,,GTEX-1E1VI-0005-SM-ARU6H,,,,,,,,,,,,,,,,,,,,,,,,,,,
9368,,,,GTEX-1E2YA-0002-SM-DIND7,,,,,,,,,,,,,,,,,,,,,,,,,,,
9369,,,,GTEX-1E2YA-0002-SM-DLIOW,,,,,,,,,,,,,,,,,,,,,,,,,,,
9370,,,,GTEX-1E2YA-0006-SM-AHZ23,,,,,,,,,,,,,,,,,,,,,,,,,,,
9396,,,,GTEX-1EH9U-0001-SM-7J3AD,,,,,,,,,,,,,,,,,,,,,,,,,,,
9397,,,,GTEX-1EH9U-0001-SM-7MA6P,,,,,,,,,,,,,,,,,,,,,,,,,,,
9398,,,,GTEX-1EH9U-0005-SM-ACKV3,,,,,,,,,,,,,,,,,,,,,,,,,,,
9430,,,,GTEX-1EKGG-0001-SM-EAZCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9431,,,,GTEX-1EKGG-0004-SM-DIND5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9432,,,,GTEX-1EKGG-0004-SM-DLIOP,,,,,,,,,,,,,,,,,,,,,,,,,,,
9433,,,,GTEX-1EKGG-0005-SM-AHZ1Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
9462,,,,GTEX-1EMGI-0001-SM-EAZCK,,,,,,,,,,,,,,,,,,,,,,,,,,,
9463,,,,GTEX-1EMGI-0004-SM-DINCE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9464,,,,GTEX-1EMGI-0004-SM-DLIOK,,,,,,,,,,,,,,,,,,,,,,,,,,,
9465,,,,GTEX-1EMGI-0006-SM-ACKVA,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,,,,GTEX-1EN7A-0006-SM-AHZ4O,,,,,,,,,,,,,,,,,,,,,,,,,,,
9521,,,,GTEX-1EU9M-0001-SM-EVR3A,,,,,,,,,,,,,,,,,,,,,,,,,,,
9522,,,,GTEX-1EU9M-0003-SM-7J3AO,,,,,,,,,,,,,,,,,,,,,,,,,,,
9523,,,,GTEX-1EU9M-0003-SM-7MA71,,,,,,,,,,,,,,,,,,,,,,,,,,,
9524,,,,GTEX-1EU9M-0006-SM-ARU6I,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,,,,GTEX-1EWIQ-0001-SM-EVR3B,,,,,,,,,,,,,,,,,,,,,,,,,,,
9549,,,,GTEX-1EWIQ-0002-SM-7J3AN,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,,,,GTEX-1EWIQ-0002-SM-7MA78,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,,,,GTEX-1EWIQ-0005-SM-ADEHB,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,,,,GTEX-1EX96-0004-SM-7J3AP,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579,,,,GTEX-1EX96-0004-SM-7MA72,,,,,,,,,,,,,,,,,,,,,,,,,,,
9580,,,,GTEX-1EX96-0006-SM-ARU6J,,,,,,,,,,,,,,,,,,,,,,,,,,,
9608,,,,GTEX-1F48J-0001-SM-EVR39,,,,,,,,,,,,,,,,,,,,,,,,,,,
9609,,,,GTEX-1F48J-0003-SM-7J3AS,,,,,,,,,,,,,,,,,,,,,,,,,,,
9610,,,,GTEX-1F48J-0003-SM-7MA75,,,,,,,,,,,,,,,,,,,,,,,,,,,
9611,,,,GTEX-1F48J-0006-SM-ARL6W,,,,,,,,,,,,,,,,,,,,,,,,,,,
9643,,,,GTEX-1F52S-0001-SM-EVR36,,,,,,,,,,,,,,,,,,,,,,,,,,,
9644,,,,GTEX-1F52S-0004-SM-7J3AY,,,,,,,,,,,,,,,,,,,,,,,,,,,
9645,,,,GTEX-1F52S-0004-SM-7MA7B,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646,,,,GTEX-1F52S-0006-SM-ARL6X,,,,,,,,,,,,,,,,,,,,,,,,,,,
9667,,,,GTEX-1F5PK-0001-SM-EVR37,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668,,,,GTEX-1F5PK-0003-SM-7J3AQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
9669,,,,GTEX-1F5PK-0003-SM-7MA73,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670,,,,GTEX-1F5PK-0005-SM-A96RM,,,,,,,,,,,,,,,,,,,,,,,,,,,
9691,,,,GTEX-1F5PL-0002-SM-7J3AU,,,,,,,,,,,,,,,,,,,,,,,,,,,
9692,,,,GTEX-1F5PL-0002-SM-7MA77,,,,,,,,,,,,,,,,,,,,,,,,,,,
9693,,,,GTEX-1F5PL-0006-SM-A8N7M,,,,,,,,,,,,,,,,,,,,,,,,,,,
9713,,,,GTEX-1F6I4-0002-SM-EVR38,,,,,,,,,,,,,,,,,,,,,,,,,,,
9714,,,,GTEX-1F6I4-0004-SM-7J3AG,,,,,,,,,,,,,,,,,,,,,,,,,,,
9715,,,,GTEX-1F6I4-0004-SM-7MA6S,,,,,,,,,,,,,,,,,,,,,,,,,,,
9716,,,,GTEX-1F6I4-0005-SM-ARZKZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
9745,,,,GTEX-1F6IF-0004-SM-7J3AJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746,,,,GTEX-1F6IF-0004-SM-7MA6V,,,,,,,,,,,,,,,,,,,,,,,,,,,
9747,,,,GTEX-1F6IF-0005-SM-ARU6K,,,,,,,,,,,,,,,,,,,,,,,,,,,
9767,,,,GTEX-1F6RS-0004-SM-7J3AR,,,,,,,,,,,,,,,,,,,,,,,,,,,
9768,,,,GTEX-1F6RS-0004-SM-7MA74,,,,,,,,,,,,,,,,,,,,,,,,,,,
9778,,,,GTEX-1F75A-0001-SM-7J3AT,,,,,,,,,,,,,,,,,,,,,,,,,,,
9779,,,,GTEX-1F75A-0001-SM-7MA76,,,,,,,,,,,,,,,,,,,,,,,,,,,
9803,,,,GTEX-1F75B-0003-SM-7J3AW,,,,,,,,,,,,,,,,,,,,,,,,,,,
9804,,,,GTEX-1F75B-0003-SM-7MA79,,,,,,,,,,,,,,,,,,,,,,,,,,,
9824,,,,GTEX-1F75I-0001-SM-EVR3C,,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,,,,GTEX-1F75I-0004-SM-7MA7F,,,,,,,,,,,,,,,,,,,,,,,,,,,
9826,,,,GTEX-1F75I-0004-SM-7OO5C,,,,,,,,,,,,,,,,,,,,,,,,,,,
9827,,,,GTEX-1F75I-0004-SM-DLIPB,,,,,,,,,,,,,,,,,,,,,,,,,,,
9828,,,,GTEX-1F75I-0005-SM-ADEHC,,,,,,,,,,,,,,,,,,,,,,,,,,,
9852,,,,GTEX-1F75W-0004-SM-7J3AH,,,,,,,,,,,,,,,,,,,,,,,,,,,
9853,,,,GTEX-1F75W-0004-SM-7MA6T,,,,,,,,,,,,,,,,,,,,,,,,,,,
9854,,,,GTEX-1F75W-0005-SM-A9SMP,,,,,,,,,,,,,,,,,,,,,,,,,,,
9871,,,,GTEX-1F7RK-0004-SM-7J3AF,,,,,,,,,,,,,,,,,,,,,,,,,,,
9872,,,,GTEX-1F7RK-0004-SM-7MA6R,,,,,,,,,,,,,,,,,,,,,,,,,,,
9873,,,,GTEX-1F7RK-0006-SM-ACKV4,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890,,,,GTEX-1F88E-0005-SM-A8N7N,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903,,,,GTEX-1F88F-0003-SM-7J3AI,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,,,,GTEX-1F88F-0003-SM-7MA6U,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905,,,,GTEX-1F88F-0005-SM-A9SK2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924,,,,GTEX-1FIGZ-0001-SM-EAZCM,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,,,,GTEX-1FIGZ-0003-SM-7J3AX,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926,,,,GTEX-1FIGZ-0003-SM-7MA7A,,,,,,,,,,,,,,,,,,,,,,,,,,,
9927,,,,GTEX-1FIGZ-0005-SM-A8N7O,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935,,,,GTEX-1GF9U-0001-SM-EAZCO,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,,,,GTEX-1GF9U-0004-SM-7J3A8,,,,,,,,,,,,,,,,,,,,,,,,,,,
9937,,,,GTEX-1GF9U-0004-SM-7MA6K,,,,,,,,,,,,,,,,,,,,,,,,,,,
9938,,,,GTEX-1GF9U-0005-SM-A9SK1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9962,,,,GTEX-1GF9V-0004-SM-7J3AE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9963,,,,GTEX-1GF9V-0004-SM-7MA6Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
9964,,,,GTEX-1GF9V-0006-SM-A96RD,,,,,,,,,,,,,,,,,,,,,,,,,,,
9994,,,,GTEX-1GF9W-0004-SM-7J3AL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9995,,,,GTEX-1GF9W-0004-SM-7MA6X,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996,,,,GTEX-1GF9W-0006-SM-ARZL1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10025,,,,GTEX-1GF9X-0001-SM-EAZCN,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026,,,,GTEX-1GF9X-0003-SM-7J3A6,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027,,,,GTEX-1GF9X-0003-SM-7MA6J,,,,,,,,,,,,,,,,,,,,,,,,,,,
10028,,,,GTEX-1GF9X-0005-SM-A9G3R,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048,,,,GTEX-1GL5R-0002-SM-7J3A9,,,,,,,,,,,,,,,,,,,,,,,,,,,
10049,,,,GTEX-1GL5R-0002-SM-7MA6L,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074,,,,GTEX-1GMR2-0001-SM-EYYWA,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075,,,,GTEX-1GMR2-0003-SM-7J3B2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076,,,,GTEX-1GMR2-0003-SM-7MA7E,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077,,,,GTEX-1GMR2-0005-SM-ADEH3,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098,,,,GTEX-1GMR3-0001-SM-7J3AM,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099,,,,GTEX-1GMR3-0001-SM-7MA6Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,,,,GTEX-1GMR3-0004-SM-EVR3D,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,,,,GTEX-1GMR3-0005-SM-ADEGR,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129,,,,GTEX-1GMR8-0001-SM-EVR3E,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130,,,,GTEX-1GMR8-0003-SM-7J38N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,,,,GTEX-1GMR8-0003-SM-7MA65,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132,,,,GTEX-1GMR8-0005-SM-ARZL2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,,,,GTEX-1GMRU-0003-SM-EYYW5,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163,,,,GTEX-1GMRU-0004-SM-7J38O,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,,,,GTEX-1GMRU-0004-SM-7MA66,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165,,,,GTEX-1GMRU-0006-SM-AHZ21,,,,,,,,,,,,,,,,,,,,,,,,,,,
10189,,,,GTEX-1GN1U-0002-SM-7J3A7,,,,,,,,,,,,,,,,,,,,,,,,,,,
